BEGIN	CurveValue
Zeit	km^-1
2161.752755	60.779569
2164.148755	60.83037
2166.544755	60.860115
2168.939755	60.8304
2171.335755	60.647003
2173.731755	60.432125
2176.126755	60.386047
2178.522755	60.666472
2180.917755	60.401018
2183.313755	59.602869
2185.709755	59.642702
2188.104755	59.763182
2190.500755	59.883526
2192.899755	60.333252
2195.301755	61.485631
2197.698755	62.408804
2200.099755	62.441156
2202.485755	62.486517
2204.883755	62.734628
2207.300755	63.223345
2209.665755	63.477039
2212.061755	63.709984
2214.492755	64.02683
2216.852755	64.098523
2219.248755	64.19429
2221.644755	64.482283
2224.039755	64.599742
2226.435755	64.67858
2228.830755	64.605322
2231.226755	64.341065
2233.622755	63.978963
2236.017755	63.71356
2238.420755	64.161139
2240.809755	64.066338
2243.204755	64.003941
2245.600755	64.222093
2247.999755	64.567176
2250.404755	64.686237
2252.800755	64.735758
2255.201755	65.151615
2257.598755	65.398428
2259.974755	65.659244
2262.370755	65.513783
2264.771755	65.497316
2267.161755	66.006936
2269.557755	66.580326
2271.967755	66.11428
2274.348755	65.544915
2276.744755	65.921461
2279.148755	66.796145
2281.535755	66.804248
2283.931755	66.495729
2286.326755	66.423475
2288.722755	66.929762
2291.118755	67.040481
2293.513755	66.691947
2295.909755	66.611036
2298.305755	66.91733
2300.700755	67.102489
2303.098755	66.975097
2305.498755	66.881013
2307.898755	67.634393
2310.308755	68.252648
2312.698755	68.298702
2315.084755	68.046877
2317.484755	68.205005
2319.869755	68.363133
2322.261755	68.352796
2324.657755	67.873669
2327.052755	67.772416
2329.487755	67.762442
2331.843755	68.267728
2334.239755	68.04307
2336.648755	67.671368
2339.030755	67.641415
2341.426755	67.739838
2343.821755	67.714375
2346.217755	67.467948
2348.612755	67.328715
2351.008755	66.89889
2353.404755	66.629441
2355.801755	66.521714
2358.196755	66.62366
2360.598755	67.091594
2362.994755	68.020102
2365.398755	68.114635
2367.777755	67.854943
2370.173755	67.756217
2372.568755	68.26456
2374.967755	68.459812
2377.369755	68.370417
2379.755755	68.432843
2382.150755	68.934091
2384.546755	69.214351
2386.941755	69.169934
2389.337755	69.227536
2391.732755	69.472332
2394.147755	69.519473
2396.524755	69.34542
2398.919755	68.953498
2401.315755	68.821693
2403.710755	68.715911
2406.106755	68.629077
2408.501755	68.625074
2410.898755	68.693701
2413.301755	68.717523
2415.694755	68.678798
2418.086755	68.630558
2420.492755	68.531159
2422.898755	68.614964
2425.270755	68.675365
2427.665755	68.625617
2430.061755	68.515779
2432.456755	68.224757
2434.888755	68.091356
2437.247755	68.194139
2439.647755	68.354222
2442.038755	68.344504
2444.434755	68.273985
2446.829755	68.367465
2449.242755	68.549048
2451.620755	68.596033
2454.016755	68.565226
2456.412755	68.621389
2458.812755	68.594176
2461.203755	68.63669
2463.599755	68.653385
2465.998755	68.538843
2468.398755	68.536963
2470.800755	68.788785
2473.198755	69.125838
2475.576755	69.245998
2477.971755	69.273289
2480.369755	69.520477
2482.762755	69.681362
2485.158755	69.61732
2487.553755	69.382268
2489.949755	69.389079
2492.345755	69.891589
2494.740755	69.76928
2497.148755	69.758025
2499.531755	69.878544
2501.927755	70.056048
2504.322755	70.308068
2506.718755	70.560561
2509.114755	71.009115
2511.509755	71.044311
2513.905755	71.338151
2516.300755	71.650226
2518.698755	71.675359
2521.098755	71.621509
2523.492755	71.972039
2525.894755	72.266686
2528.300755	72.689446
2530.674755	72.494997
2533.083755	72.712328
2535.484755	72.907528
2537.860755	73.156167
2540.256755	73.323713
2542.652755	73.55595
2545.047755	73.748832
2547.443755	74.041772
2549.838755	73.921292
2552.234755	73.869069
2554.643755	74.011398
2557.025755	74.06997
2559.420755	74.184772
2561.816755	74.530553
2564.211755	74.661039
2566.607755	74.518216
2569.002755	74.565216
2571.399755	74.709021
2573.800755	74.846505
2576.198755	74.872918
2578.600755	75.000083
2580.986755	75.005222
2583.386755	74.904593
2585.771755	74.81449
2588.172755	74.749415
2590.562755	74.511388
2592.967755	74.364418
2595.353755	74.334325
2597.749755	74.377429
2600.148755	74.218075
2602.540755	74.095593
2604.935755	74.255396
2607.331755	74.374116
2609.727755	74.25591
2612.122755	74.222927
2614.518755	74.285409
2616.913755	74.135818
2619.309755	73.999376
2621.704755	73.993606
2624.100755	73.978278
2626.498755	73.830388
2628.898755	73.687707
2631.301755	74.08341
2633.699755	74.469077
2636.078755	74.290126
2638.485755	74.342277
2640.869755	74.565839
2643.264755	74.391637
2645.659755	73.986712
2648.055755	74.180898
2650.451755	74.288928
2652.852755	74.129115
2655.242755	74.212842
2657.637755	74.574541
2660.033755	74.587323
2662.428755	74.535053
2664.824755	74.858847
2667.219755	74.785652
2669.615755	74.401153
2672.010755	74.374446
2674.421755	74.264579
2676.801755	74.152571
2679.198755	74.249056
2681.599755	74.416644
2683.997755	74.171688
2686.387755	74.096777
2688.800755	74.418052
2691.175755	74.626984
2693.570755	74.449901
2695.967755	74.339984
2698.369755	74.312961
2700.757755	74.103376
2703.152755	74.068214
2705.548755	74.141503
2707.943755	73.932051
2710.339755	73.85922
2712.734755	73.841989
2715.130755	73.663501
2717.528755	73.478962
2719.921755	73.323069
2722.317755	73.135322
2724.712755	72.712282
2727.108755	72.313353
2729.503755	72.065136
2731.899755	72.059405
2734.300755	72.172503
2736.698755	72.083605
2739.089755	71.753458
2741.496755	71.606352
2743.884755	71.759446
2746.272755	71.488107
2748.685755	71.05094
2751.063755	70.90604
2753.463755	70.705432
2755.854755	70.515233
2758.249755	70.284923
2760.648755	70.163269
2763.040755	70.112895
2765.436755	70.007118
2767.831755	69.897066
2770.227755	69.754924
2772.622755	69.600042
2775.017755	69.522883
2777.413755	69.455696
2779.808755	69.387586
2782.212755	69.650401
2784.600755	69.846081
2786.998755	69.819028
2789.398755	69.872524
2791.801755	69.906734
2794.182755	70.014181
2796.576755	70.161585
2798.972755	70.06308
2801.387755	69.957435
2803.763755	69.846983
2806.158755	69.738865
2808.553755	69.894409
2810.949755	69.946289
2813.344755	69.894503
2815.740755	69.850132
2818.147755	69.776904
2820.531755	69.820474
2822.926755	69.95213
2825.321755	70.065448
2827.717755	70.048171
2830.112755	69.98923
2832.508755	69.927235
2834.903755	69.962991
2837.300755	70.050601
2839.699755	70.114158
2842.099755	70.351376
2844.492755	70.34602
2846.899755	70.370096
2849.300755	70.423603
2851.684755	70.469695
2854.067755	70.450997
2856.483755	70.37509
2858.892755	70.27698
2861.253755	70.181969
2863.649755	70.20356
2866.044755	70.165757
2868.439755	70.089345
2870.835755	69.976501
2873.230755	69.907955
2875.626755	69.859021
2878.021755	69.634093
2880.426755	69.536843
2882.812755	69.462579
2885.207755	69.411303
2887.603755	69.360464
2889.999755	69.351151
2892.413755	69.285972
2894.800755	69.23715
2897.199755	69.214363
2899.584755	69.208534
2901.975755	69.169002
2904.371755	69.036374
2906.766755	68.90157
2909.162755	68.878309
2911.567755	68.909012
2913.952755	68.994117
2916.348755	68.951543
2918.743755	68.874323
2921.146755	68.762457
2923.534755	68.650153
2925.930755	68.652472
2928.325755	68.625484
2930.720755	68.583387
2933.116755	68.518789
2935.511755	68.439518
2937.907755	68.453343
2940.302755	68.462912
2942.698755	68.472482
2945.098755	68.314312
2947.498755	68.144244
2949.898755	67.919776
2952.300755	67.804034
2954.676755	67.763289
2957.112755	67.657827
2959.473755	67.533418
2961.861755	67.274184
2964.257755	67.069769
2966.652755	66.827451
2969.047755	66.717651
2971.443755	66.740367
2973.838755	66.781661
2976.234755	66.886723
2978.629755	66.956078
2981.025755	66.955446
2983.420755	66.920536
2985.822755	66.738835
2988.211755	66.448407
2990.606755	66.121587
2993.002755	66.005951
2995.398755	65.909263
2997.800755	65.764135
3000.199755	65.655675
3002.598755	65.583881
3004.987755	65.377285
3007.374755	65.241716
3009.770755	65.087571
3012.165755	64.883482
3014.561755	64.669474
3016.967755	64.575246
3019.351755	64.527194
3021.747755	64.570213
3024.147755	64.519533
3026.538755	64.356132
3028.933755	64.040879
3031.329755	63.996944
3033.724755	64.001449
3036.120755	64.007189
3038.515755	63.923102
3040.910755	63.858497
3043.306755	63.588064
3045.701755	63.295676
3048.098755	63.064858
3050.502755	62.94783
3052.891755	62.866319
3055.300755	62.741598
3057.698755	62.667003
3060.078755	62.586237
3062.484755	62.654586
3064.869755	62.740878
3067.260755	62.580961
3069.656755	62.402257
3072.051755	62.223554
3074.446755	62.311145
3076.842755	62.350557
3079.237755	62.344014
3081.633755	62.342168
3084.028755	62.362277
3086.427755	62.330714
3088.819755	62.18032
3091.214755	62.02772
3093.610755	61.861917
3096.005755	61.899689
3098.404755	61.86014
3100.800755	61.870607
3103.198755	61.855966
3105.608755	61.917957
3107.998755	61.979947
3110.399755	61.808127
3112.773755	61.675565
3115.169755	61.588959
3117.564755	61.44952
3119.966755	61.239991
3122.356755	61.104094
