BEGIN	CurveValue	DetReflec
Zeit	km^-1	
882.386501	64.690372	0.147657
884.772501	64.757678	0.147573
887.1685	64.848401	0.147604
889.564501	64.826759	0.147712
891.9715	64.681984	0.147643
894.3565	64.521947	0.147611
896.7535	64.555436	0.147608
899.1495	64.687985	0.147702
901.545501	64.822267	0.147664
903.9415	64.799875	0.1476
906.337501	64.903946	0.147653
908.733501	65.115816	0.147767
911.130501	65.092862	0.147737
913.5265	64.802616	0.147577
915.9225	64.684445	0.147625
918.318501	64.804947	0.14771
920.7145	64.873509	0.147773
923.110501	64.645718	0.147671
925.506501	64.482665	0.147599
927.9025	64.907482	0.147624
930.301501	65.331392	0.147758
932.6985	65.165743	0.147699
935.0995	64.79772	0.147662
937.511501	64.634762	0.147592
939.8895	64.810412	0.147643
942.3005	64.75758	0.147737
944.6845	64.62955	0.147758
947.071501	64.70997	0.14775
949.4845	64.882754	0.147692
951.8695	65.060196	0.147596
954.2605	65.093187	0.147724
956.656501	65.118852	0.1478
959.052501	65.221325	0.147793
961.4485	65.171323	0.147685
963.844501	64.773227	0.147639
966.2405	64.582858	0.147668
968.636501	64.801945	0.14771
971.032501	65.071374	0.147796
973.429501	65.078052	0.14781
975.825501	64.537149	0.147723
978.2215	64.21318	0.147667
980.617501	64.217913	0.147656
983.013755	64.400781	0.147707
985.409755	64.569696	0.14781
987.805755	64.417	0.147834
990.201755	64.046193	0.147816
992.598755	63.706637	0.147721
994.996755	63.639415	0.147604
997.399755	64.009196	0.147681
999.799755	64.32353	0.147712
1002.192755	64.338074	0.147809
1004.577755	64.172947	0.147819
1006.973755	64.01992	0.147832
1009.369755	63.99305	0.147735
1011.765755	64.276081	0.147713
1014.161755	64.610409	0.147644
1016.557755	64.702403	0.147725
1018.967755	64.742516	0.147809
1021.349755	64.768851	0.147884
1023.745755	64.672324	0.147914
1026.147755	64.729982	0.147824
1028.537755	64.796438	0.147786
1030.933755	64.772747	0.147684
1033.329755	64.871535	0.147691
1035.725755	64.922317	0.147722
1038.121755	64.998758	0.14787
1040.517755	64.986345	0.147817
1042.913755	65.064859	0.147791
1045.309755	65.213132	0.147682
1047.705755	65.305298	0.147682
1050.101755	65.228075	0.147725
1052.498755	65.229494	0.147781
1054.899755	65.214485	0.147878
1057.302755	64.968112	0.14787
1059.699755	64.847646	0.147831
1062.087755	64.833659	0.147777
1064.494755	65.02065	0.147729
1066.884755	65.31446	0.147686
1069.269755	65.198181	0.147807
1071.684755	64.994585	0.147884
1074.061755	64.813381	0.147909
1076.457755	64.73964	0.147855
1078.889755	64.551627	0.147793
1081.249755	64.573109	0.14776
1083.648755	64.653603	0.147791
1086.041755	64.69907	0.147882
1088.437755	64.641101	0.147909
1090.833755	64.49277	0.147965
1093.229755	64.46193	0.147887
1095.625755	64.522702	0.147836
1098.021755	64.681821	0.147775
1100.421755	64.827505	0.1477
1102.813755	64.877142	0.147805
1105.209755	64.842741	0.147927
1107.605755	64.671395	0.147934
1110.001755	64.367865	0.147904
1112.413755	64.107602	0.14787
1114.801755	64.11151	0.14781
1117.189755	64.20144	0.147747
1119.599755	64.258797	0.147771
1121.992755	64.250131	0.147865
1124.377755	64.232246	0.147923
1126.773755	64.208507	0.147913
1129.169755	64.167212	0.147909
1131.565755	64.167565	0.147833
1133.967755	63.929542	0.147776
1136.365755	63.779332	0.147809
1138.752755	63.836657	0.147784
1141.148755	64.085297	0.147803
1143.544755	64.328608	0.147886
1145.940755	64.674459	0.147953
1148.336755	64.957138	0.14793
1150.732755	65.003487	0.147921
1153.128755	64.669169	0.147898
1155.524755	64.350493	0.147871
1157.920755	64.05836	0.147768
1160.316755	64.053548	0.147718
1162.712755	64.332682	0.147786
1165.108755	64.749433	0.147834
1167.504755	65.136619	0.147876
1169.900755	65.44034	0.147899
1172.300755	65.342705	0.147988
1174.698755	64.858849	0.147962
1177.093755	64.260506	0.147928
1179.489755	63.91799	0.147827
1181.896755	63.908056	0.14786
1184.300755	64.048515	0.147801
1186.671755	64.31634	0.147839
1189.083755	64.642996	0.147874
1191.484755	64.885499	0.147945
1193.859755	65.05135	0.147996
1196.255755	64.599703	0.147979
1198.651755	63.976754	0.147892
1201.047755	63.604865	0.147891
1203.443755	63.384887	0.147858
1205.839755	63.392258	0.14785
1208.234755	63.732972	0.147894
1210.644755	64.179294	0.14793
1213.026755	64.502127	0.14803
1215.422755	64.513854	0.148004
1217.818755	64.183601	0.14794
1220.214755	63.7944	0.147868
1222.610755	63.594149	0.147044
1225.006755	63.257387	0.147474
1227.402755	62.828126	0.147088
1229.800755	62.322439	0.146966
1232.198755	62.218748	0.146721
1234.596755	62.001264	0.146801
1236.987755	61.455861	0.146914
1239.394755	60.678311	0.146827
1241.777755	59.645723	0.146778
1244.173755	58.290523	0.146509
1246.568755	56.971052	0.146307
1248.967755	55.804277	0.146049
1251.360755	54.817053	0.145972
1253.756755	53.757445	0.145742
1256.152755	52.380343	0.145531
1258.548755	50.690361	0.145179
1260.944755	49.03182	0.145222
1263.339755	47.444864	0.145185
1265.735755	45.935794	0.145056
1268.131755	44.450415	0.144978
1270.527755	43.078828	0.144917
1272.923755	41.754927	0.144888
1275.319755	40.645904	0.144949
1277.714755	39.509134	0.14494
1280.110755	38.54577	0.144634
1282.506755	37.562083	0.144744
1284.902755	36.546267	0.144562
1287.312755	35.608311	0.144677
1289.699755	34.811102	0.144356
1292.094755	34.340409	0.144386
1294.499755	33.926105	0.144489
1296.892755	33.333046	0.144494
1299.298755	32.833184	0.144476
1301.684755	32.364825	0.144376
1304.069755	31.717482	0.144359
1306.483755	31.037152	0.144164
1308.869755	30.480923	0.14409
1311.256755	30.003187	0.144339
1313.652755	29.850331	0.144183
1316.048755	29.645002	0.144147
1318.444755	29.418696	0.144306
1320.840755	29.202526	0.144032
1323.235755	28.845007	0.144291
1325.631755	28.421719	0.144023
1328.027755	28.029051	0.14427
1330.423755	27.683399	0.144034
1332.819755	27.672456	0.144284
1335.215755	27.568477	0.143994
1337.610755	27.51146	0.144197
1340.006755	27.562275	0.144177
1342.405755	27.621799	0.144
1344.800755	27.616837	0.144234
1347.198755	27.434046	0.144138
1349.599755	27.125562	0.144001
1351.993755	26.855435	0.144241
1354.388755	26.855838	0.144163
1356.777755	26.574426	0.143984
1359.173755	26.419899	0.144132
1361.569755	26.41822	0.144271
1363.967755	26.438355	0.144064
1366.369755	26.360194	0.144031
1368.757755	26.144188	0.144147
1371.153755	26.006645	0.144287
1373.548755	26.062835	0.144224
1375.944755	26.029365	0.144025
1378.340755	25.651901	0.144005
1380.736755	25.338995	0.144141
1383.132755	25.215772	0.144252
1385.528755	25.190808	0.144258
1387.924755	25.244161	0.144143
1390.320755	24.829152	0.14405
1392.716755	24.559013	0.144022
1395.111755	24.477027	0.144082
1397.507755	24.440984	0.144168
1399.903755	24.39087	0.144246
1402.300755	24.570265	0.144285
1404.698755	24.870205	0.14425
1407.102755	24.921779	0.144177
1409.497755	24.577306	0.144103
1411.899755	24.269513	0.14407
1414.300755	24.300913	0.144019
1416.684755	24.455811	0.144036
1419.070755	24.580792	0.14409
1421.484755	24.60377	0.144182
1423.869755	24.509358	0.144252
1426.258755	24.643889	0.14432
1428.654755	25.010172	0.144415
1431.050755	25.314927	0.144415
1433.446755	25.448013	0.144462
1435.842755	25.465744	0.144436
1438.237755	25.146292	0.144451
1440.633755	24.714437	0.144387
1443.029755	24.45081	0.144419
1445.425755	24.333669	0.144547
1447.821755	24.433978	0.144627
1450.217755	24.672617	0.144783
1452.613755	24.799794	0.144971
1455.009755	24.806701	0.145073
1457.405755	25.025561	0.145197
1459.801755	25.297611	0.145206
1462.198755	25.414091	0.145192
1464.598755	25.262321	0.145186
1466.994755	24.981972	0.145215
1469.398755	24.522304	0.145203
1471.800755	24.03596	0.145323
1474.176755	23.932858	0.145391
1476.571755	23.968054	0.145557
1478.967755	24.113376	0.145794
1481.369755	24.439897	0.14595
1483.759755	24.738543	0.1461
1486.155755	24.927938	0.14613
1488.551755	24.981916	0.146144
1490.947755	24.788272	0.14615
1493.342755	24.219427	0.14617
1495.738755	23.618155	0.146265
1498.148755	23.232384	0.146454
1500.530755	23.156494	0.146728
1502.926755	23.203602	0.146894
1505.322755	23.525474	0.147035
1507.718755	24.075316	0.147165
1510.113755	24.495553	0.14727
1512.509755	24.718687	0.147291
1514.905755	24.698363	0.147293
1517.305755	24.371991	0.147418
1519.698755	23.899588	0.147597
1522.099755	23.49118	0.147782
1524.493755	23.352742	0.14798
1526.898755	23.436323	0.1482
1529.300755	23.749458	0.148423
1531.684755	24.225607	0.148571
1534.084755	24.537113	0.148662
1536.477755	24.503414	0.148702
1538.884755	24.240163	0.148746
1541.259755	23.930338	0.148824
1543.655755	23.510038	0.14898
1546.051755	23.121367	0.149211
1548.447755	22.935095	0.149522
1550.842755	23.009413	0.149779
1553.238755	23.416463	0.149948
1555.648755	23.866463	0.150122
1558.030755	24.176018	0.150209
1560.426755	24.14924	0.150285
1562.821755	23.987428	0.15037
1565.217755	23.707708	0.150544
1567.613755	23.24537	0.150689
1570.009755	22.910994	0.150898
1572.412755	22.889406	0.151251
1574.801755	23.050491	0.151527
1577.199755	23.404922	0.15178
1579.598755	23.835593	0.151975
1582.001755	24.156842	0.152202
1584.419755	24.344055	0.152296
1586.800755	24.221636	0.152442
1589.175755	23.919556	0.152513
1591.572755	23.516324	0.152658
1593.967755	23.121378	0.152851
1596.362755	22.88799	0.153149
1598.758755	22.855646	0.153404
1601.154755	23.03917	0.153594
1603.550755	23.378808	0.1539
1605.945755	23.823673	0.154128
1608.341755	24.280106	0.154367
1610.737755	24.553698	0.154471
1613.146755	24.36089	0.154604
1615.528755	24.024611	0.154751
1617.924755	23.664579	0.154899
1620.320755	23.265275	0.155126
1622.715755	23.079278	0.155341
1625.111755	23.117895	0.155539
1627.507755	23.25924	0.155923
1629.903755	23.512288	0.156191
1632.300755	23.986281	0.15642
1634.698755	24.392467	0.156615
1637.111755	24.533505	0.156801
1639.499755	24.395323	0.156917
1641.899755	24.035226	0.157099
1644.299755	23.346305	0.157222
1646.673755	22.776569	0.157415
1649.084755	22.568011	0.157708
1651.473755	22.619886	0.158055
1653.861755	22.748497	0.158287
1656.256755	23.269866	0.158615
1658.652755	23.837958	0.158926
1661.048755	24.157057	0.158846
1663.444755	24.454692	0.158798
1665.839755	24.745406	0.158637
1668.235755	24.667209	0.158412
1670.644755	24.364091	0.158449
1673.027755	23.864419	0.158484
1675.422755	23.51004	0.158527
1677.818755	23.269576	0.158446
1680.214755	23.293467	0.158658
1682.610755	23.450087	0.158879
1685.006755	23.56571	0.158646
1687.401755	23.504934	0.158781
1689.801755	23.375282	0.158859
1692.198755	22.926443	0.158969
1694.598755	22.370104	0.158794
1696.987755	22.010172	0.158983
1699.393755	21.627179	0.159095
1701.776755	21.189299	0.158943
1704.172755	20.817594	0.158934
1706.568755	20.724647	0.159112
1708.967755	20.988166	0.159258
1711.362755	21.307882	0.159167
1713.755755	21.659238	0.159047
1716.151755	22.125094	0.159191
1718.547755	22.601798	0.159407
1720.943755	22.876457	0.159374
1723.338755	23.044482	0.159255
1725.734755	23.385215	0.159516
1728.130755	23.841722	0.159644
1730.526755	24.300092	0.159412
1732.921755	24.626685	0.159669
1735.317755	24.986601	0.159809
1737.713755	25.51214	0.159582
1740.109755	26.180557	0.159916
1742.505755	26.699283	0.159736
1744.900755	27.162719	0.159975
1747.300755	27.51188	0.159945
1749.699755	27.819767	0.160051
1752.098755	27.920347	0.160033
1754.498755	27.930456	0.160191
1756.902755	28.109693	0.159975
1759.300755	28.559647	0.160371
1761.683755	28.906355	0.16027
1764.067755	29.160789	0.160223
1766.484755	29.438696	0.160614
1768.859755	29.789535	0.160635
1771.254755	30.206478	0.160514
1773.650755	30.379778	0.160549
1776.046755	30.417447	0.160769
1778.442755	30.653218	0.160911
1780.837755	31.034325	0.16106
1783.233755	31.594363	0.161007
1785.629755	32.02933	0.161006
1788.025755	32.442048	0.160931
1790.421755	32.799358	0.160921
1792.816755	33.147526	0.160935
1795.212755	33.344474	0.160982
1797.608755	33.660606	0.160999
1800.003755	33.71984	0.161126
1802.420755	33.729665	0.161147
1804.800755	33.667696	0.161227
1807.198755	33.584475	0.161254
1809.598755	33.653228	0.161343
1812.012755	33.784431	0.161574
1814.400755	33.895622	0.161712
1816.774755	33.983691	0.161866
1819.170755	34.134753	0.161779
1821.565755	34.571817	0.161741
1823.967755	35.045477	0.161746
1826.358755	35.413268	0.161924
1828.752755	35.695041	0.162102
1831.152755	36.033394	0.161882
1833.544755	36.217057	0.1619
1835.939755	36.657704	0.162193
1838.335755	37.237493	0.162045
1840.731755	37.99901	0.162102
1843.127755	38.520067	0.162296
1845.522755	39.000309	0.162054
1847.918755	39.480552	0.162321
1850.314755	40.035331	0.16202
1852.709755	40.112174	0.162256
1855.105755	40.294486	0.161954
1857.501755	40.063484	0.162225
1859.899755	40.162759	0.162002
1862.300755	40.24797	0.162189
1864.699755	40.442101	0.162174
1867.090755	40.686312	0.162085
1869.495755	41.095054	0.162319
1871.884755	41.566808	0.162145
1874.270755	41.852545	0.162346
1876.666755	41.905156	0.162386
1879.062755	42.005024	0.162307
1881.483755	42.354223	0.162563
1883.853755	42.68636	0.1623
1886.260755	42.726444	0.16269
1888.648755	43.020731	0.162294
1891.040755	43.065135	0.162632
1893.436755	43.566329	0.162413
1895.832755	43.766899	0.162656
1898.227755	44.235149	0.162537
1900.623755	44.529092	0.162678
1903.019755	44.683144	0.162476
1905.414755	44.549376	0.162745
1907.810755	44.395616	0.16256
1910.206755	44.363116	0.162816
1912.601755	44.497591	0.162573
1914.998755	44.741184	0.162852
1917.398755	44.580919	0.162591
1919.800755	44.386285	0.162864
1922.253755	44.412248	0.162586
1924.599755	44.580775	0.162837
1926.976755	44.743098	0.162662
1929.386755	44.618325	0.162846
1931.767755	44.610446	0.162713
1934.163755	44.448649	0.16275
1936.558755	44.437655	0.162806
1938.954755	44.233169	0.162731
1941.350755	44.519531	0.162885
1943.745755	44.734802	0.16268
1946.147755	44.910636	0.162925
1948.537755	44.868461	0.162662
1950.942755	44.710662	0.162895
1953.328755	44.630545	0.162766
1955.724755	44.60186	0.162851
1958.119755	44.528203	0.162851
1960.515755	44.454731	0.162783
1962.911755	44.441982	0.162911
1965.306755	44.58776	0.162729
1967.702755	44.443735	0.162996
1970.099755	44.339598	0.162795
1972.499755	44.18576	0.162936
1974.899755	44.279722	0.162819
1977.299755	43.967145	0.162873
1979.698755	43.787896	0.162908
1982.084755	43.666888	0.162799
1984.475755	43.750226	0.162979
1986.883755	44.026395	0.162766
1989.263755	44.364535	0.16303
1991.659755	44.736846	0.162795
1994.055755	44.778605	0.162979
1996.451755	45.077843	0.162865
1998.846755	45.128647	0.162953
2001.242755	45.027036	0.162936
2003.647755	45.074635	0.162954
2006.034755	45.212956	0.163041
2008.429755	45.344923	0.162823
2010.825755	45.219947	0.16313
2013.221755	45.540707	0.162908
2015.621755	45.756208	0.163165
2018.012755	45.922298	0.162949
2020.412755	45.749299	0.163055
2022.804755	45.613718	0.163058
2025.200755	45.662444	0.162987
2027.599755	45.54574	0.163129
2029.994755	45.587098	0.16315
2032.412755	45.732911	0.163813
2034.801755	46.120204	0.163739
2037.198755	46.852361	0.163727
2039.574755	47.722792	0.16395
2041.970755	48.5025	0.164149
2044.369755	49.28836	0.164148
2046.761755	50.278594	0.164447
2049.157755	50.634073	0.164283
2051.553755	51.226782	0.164213
2053.948755	51.644244	0.16384
2056.344755	52.684144	0.163659
2058.740755	53.366226	0.163585
2061.145755	53.989839	0.163504
2063.531755	54.70453	0.16364
2065.927755	55.549769	0.164953
2068.322755	55.992555	0.1662
2070.718755	56.439425	0.167653
2073.114755	56.650089	0.168935
2075.509755	56.943916	0.170468
2077.905755	57.136331	0.171895
2080.302755	57.185329	0.17324
2082.699755	57.23702	0.174778
2085.097755	57.658464	0.176121
2087.499755	57.673611	0.177702
2089.894755	58.097691	0.1793
2092.300755	57.974141	0.18055
2094.684755	58.240523	0.181903
2097.084755	58.310794	0.183383
2099.484755	58.516605	0.184832
2101.861755	58.818023	0.186262
2104.257755	59.120152	0.187711
2106.653755	59.278821	0.188995
2109.048755	59.247443	0.190349
2111.444755	59.147299	0.191962
2113.840755	59.077987	0.193179
2116.235755	59.107703	0.194332
2118.631755	59.203331	0.195773
2121.026755	59.338778	0.196928
2123.422755	59.411571	0.198074
2125.818755	59.420875	0.199619
2128.213755	59.490003	0.200509
2130.609755	59.457172	0.201674
2133.005755	59.353647	0.203154
2135.408755	59.301444	0.204145
2137.801755	59.312739	0.204989
2140.199755	59.254728	0.206278
2142.595755	58.996708	0.207424
