BEGIN	CurveValue	DetReflec
Zeit	km^-1	
5120.084755	70.094093	0.0847
5122.473755	70.094093	0.0851
5124.883755	70.094093	0.085358
5127.261755	70.094093	0.085851
5129.656755	70.094093	0.086031
5132.052755	70.094093	0.086455
5134.472755	70.094093	0.086942
5136.842755	70.094093	0.087024
5139.237755	70.094093	0.087597
5141.633755	70.094093	0.087862
5144.028755	70.094093	0.088066
5146.425755	70.094093	0.088657
5148.818755	70.094093	0.088762
5151.214755	70.094093	0.089224
5153.609755	70.094093	0.089662
5156.004755	70.094093	0.089911
5158.408755	70.094093	0.090433
5160.800755	70.094093	0.09068
5163.199755	70.094093	0.091196
5165.599755	70.094093	0.091652
5167.987755	70.094093	0.09197
5170.376755	70.094093	0.092526
5172.771755	70.094093	0.092811
5175.166755	70.094093	0.093427
5177.562755	70.094093	0.093897
5179.967755	70.094093	0.094343
5182.352755	70.094093	0.094966
5184.747755	70.094093	0.095383
5187.148755	70.094093	0.095992
5189.538755	70.094093	0.096595
5191.933755	70.094093	0.097095
5194.328755	70.094093	0.097716
5196.724755	70.094093	0.098298
5199.119755	70.094093	0.098954
5201.514755	70.094093	0.099707
5203.910755	70.094093	0.100157
5206.305755	70.094093	0.100971
5208.702755	70.094093	0.101742
5211.098755	70.094093	0.102323
5213.498755	70.094093	0.103133
5215.892755	70.094093	0.10373
5218.300755	70.094093	0.104575
5220.684755	70.094093	0.10535
5223.072755	70.094093	0.105934
5225.484755	70.094093	0.106769
5227.869755	70.094093	0.107401
5230.257755	70.094093	0.108218
5232.653755	70.094093	0.108989
5235.048755	70.094093	0.109533
5237.443755	70.094093	0.110414
5239.839755	70.094093	0.110955
5242.234755	70.094093	0.111648
5244.629755	70.094093	0.11241
5247.024755	70.094093	0.11299
5249.420755	70.094093	0.11376
5251.815755	70.094093	0.114261
5254.210755	70.094093	0.114869
5256.605755	70.094093	0.115542
5259.001755	70.094093	0.115951
5261.398755	70.094093	0.116561
5263.811755	70.094093	0.116989
5266.198755	70.094093	0.117565
5268.599755	70.094093	0.117992
5270.977755	70.094093	0.118241
5273.372755	70.094093	0.118891
5275.768755	70.094093	0.119247
5278.163755	70.094093	0.119606
5280.558755	70.094093	0.120036
5282.967755	70.094093	0.120133
5285.349755	70.094093	0.120556
5287.744755	70.094093	0.120873
5290.148755	70.094093	0.120954
5292.535755	70.094093	0.121329
5294.930755	70.094093	0.121343
5297.325755	70.094093	0.121619
5299.720755	70.094093	0.12186
5302.116755	70.094093	0.121898
5304.511755	70.094093	0.122123
5306.906755	70.094093	0.122187
5309.301755	70.094093	0.12239
5311.699755	70.094093	0.122527
5314.098755	70.094093	0.12256
5316.499755	70.094093	0.122749
5318.888755	70.094093	0.122782
5321.300755	70.094093	0.122939
5323.683755	70.094093	0.123144
5326.068755	70.094093	0.123147
5328.499755	70.094093	0.1234
5330.869755	70.094093	0.123585
5333.254755	70.094093	0.123798
5335.649755	70.094093	0.124042
5338.061755	70.094093	0.124076
5340.450755	70.094093	0.124566
5342.835755	70.094093	0.12483
5345.230755	70.094093	0.12504
5347.637755	70.094093	0.125546
5350.021755	70.094093	0.125814
5352.418755	70.094093	0.126289
5354.811755	70.094093	0.126813
5357.207755	70.094093	0.127124
5359.602755	70.094093	0.127838
5361.998755	70.094093	0.128216
5364.401755	70.094093	0.128871
5366.800755	70.094093	0.129617
5369.198755	70.094093	0.130069
5371.589755	70.094093	0.130865
5373.974755	70.094093	0.131502
5376.369755	70.094093	0.132277
5378.764755	70.094093	0.133151
5381.160755	70.094093	0.133696
5383.555755	70.094093	0.134636
5385.950755	70.094093	0.135398
5388.345755	70.094093	0.13626
5390.741755	70.094093	0.137163
5393.148755	70.094093	0.13787
5395.531755	70.094093	0.138855
5397.926755	70.094093	0.139695
5400.322755	70.094093	0.140458
5402.717755	70.094093	0.141442
5405.112755	70.094093	0.142163
5407.507755	70.094093	0.14305
5409.903755	70.094093	0.143825
5412.306755	70.094093	0.144562
5414.697755	70.094093	0.145434
5417.099755	70.094093	0.146052
5419.499755	70.094093	0.146841
5421.885755	70.094093	0.147509
5424.300755	70.094093	0.14799
5426.683755	70.094093	0.148804
5429.065755	70.094093	0.149302
5431.462755	70.094093	0.149836
5433.870755	70.094093	0.150338
5436.251755	70.094093	0.150701
5438.647755	70.094093	0.151136
5441.041755	70.094093	0.151533
5443.436755	70.094093	0.151787
5445.832755	70.094093	0.152213
5448.227755	70.094093	0.152276
5450.622755	70.094093	0.152522
5453.017755	70.094093	0.152674
5455.413755	70.094093	0.152561
5457.808755	70.094093	0.152734
5460.203755	70.094093	0.152678
5462.599755	70.094093	0.152655
5464.998755	70.094093	0.152671
5467.397755	70.094093	0.152319
5469.800755	70.094093	0.152342
5472.198755	70.094093	0.152186
5474.575755	70.094093	0.151964
5476.970755	70.094093	0.151976
5479.369755	70.094093	0.151522
5481.761755	70.094093	0.151432
5484.156755	70.094093	0.151258
5486.551755	70.094093	0.150991
5488.947755	70.094093	0.150881
5491.342755	70.094093	0.150529
5493.737755	70.094093	0.150439
5496.147755	70.094093	0.150339
5498.528755	70.094093	0.150065
5500.923755	70.094093	0.15018
5503.318755	70.094093	0.150009
5505.714755	70.094093	0.149998
5508.109755	70.094093	0.150113
5510.504755	70.094093	0.149936
5512.900755	70.094093	0.150133
5515.300755	70.094093	0.150314
5517.693755	70.094093	0.150488
5520.098755	70.094093	0.150827
5522.490755	70.094093	0.150944
5524.884755	70.094093	0.151445
5527.300755	70.094093	0.15192
5529.667755	70.094093	0.152222
5532.062755	70.094093	0.152856
5534.457755	70.094093	0.153407
5536.852755	70.094093	0.15397
5539.248755	70.094093	0.154764
5541.645755	70.094093	0.155286
5544.038755	70.094093	0.156134
5546.434755	70.094093	0.1568
5548.829755	70.094093	0.157632
5551.241755	70.094093	0.15865
5553.620755	70.094093	0.15945
5556.015755	70.094093	0.160441
5558.433755	70.094093	0.161514
5560.812755	70.094093	0.162317
5563.201755	70.094093	0.163507
5565.598755	70.094093	0.164343
5567.999755	70.094093	0.165373
5570.409755	70.094093	0.166434
5572.800755	70.094093	0.167341
5575.179755	70.094093	0.168424
5577.573755	70.094093	0.169387
5579.968755	70.094093	0.170269
5582.369755	41.011207	0.171254
5584.759755	41.011207	0.171986
5587.154755	41.011207	0.172956
5589.550755	41.565394	0.173753
5591.945755	41.565394	0.174438
5594.340755	41.697778	0.17525
5596.736755	41.922146	0.175891
5599.131755	41.922146	0.176381
5601.526755	41.922146	0.177091
5603.922755	41.922146	0.17737
5606.317755	42.183308	0.17802
5608.712755	42.357415	0.178243
5611.108755	42.357415	0.17841
5613.503755	42.301005	0.178784
5615.899755	42.510896	0.178815
5618.299755	42.510896	0.178911
5620.698755	42.251631	0.179007
5623.098755	42.251631	0.178887
5625.493755	42.309251	0.178813
5627.875755	42.309251	0.178546
5630.300755	42.309251	0.178245
5632.666755	42.633347	0.178151
5635.062755	42.633347	0.177646
5637.484755	42.751281	0.177366
5639.852755	42.860526	0.177129
5642.247755	42.860526	0.176373
5644.648755	43.037221	0.176095
5647.038755	43.037221	0.175506
5649.433755	43.037221	0.174956
5651.828755	43.133732	0.174492
5654.224755	43.162116	0.17391
5656.619755	43.113787	0.173369
5659.014755	43.185473	0.172899
5661.410755	43.292021	0.172236
5663.805755	43.341411	0.1718
5666.201755	43.434291	0.17136
5668.599755	43.520537	0.170836
5670.999755	43.556938	0.170512
5673.391755	43.726291	0.170171
5675.800755	43.726291	0.169743
5678.177755	43.779	0.169617
5680.572755	43.789095	0.169465
5682.968755	43.902598	0.169252
5685.369755	44.164292	0.169219
5687.758755	44.505018	0.169321
5690.154755	44.609099	0.169309
5692.549755	44.620995	0.169364
5694.944755	44.604935	0.169646
5697.340755	44.627186	0.169931
5699.742755	44.627186	0.170322
5702.130755	44.611431	0.170829
5704.526755	44.682803	0.171352
5706.921755	44.630487	0.171883
5709.316755	44.62817	0.172689
5711.712755	44.598838	0.173417
5714.107755	44.628524	0.174099
5716.502755	44.509232	0.174985
5718.899755	44.415827	0.175948
5721.301755	44.622927	0.176931
5723.698755	44.735517	0.177789
5726.099755	44.752831	0.178903
5728.485755	44.611701	0.17997
5730.884755	44.520807	0.181001
5733.300755	44.541642	0.182041
5735.665755	44.612191	0.183254
5738.061755	44.60724	0.18443
5740.466755	44.682022	0.185416
5742.851755	44.7019	0.186755
5745.246755	44.553058	0.187967
5747.648755	44.503273	0.189133
5750.037755	44.632509	0.190426
5752.433755	44.921464	0.191492
5754.828755	44.675243	0.192617
5757.223755	44.603655	0.193577
5759.618755	44.684704	0.194429
5762.024755	44.598093	0.195578
5764.418755	44.421471	0.196273
5766.804755	44.439102	0.196937
5769.200755	44.558197	0.197736
5771.598755	44.665364	0.198385
5773.997755	44.786624	0.19882
5776.399755	44.913902	0.199347
5778.800755	44.744388	0.199777
5781.176755	45.003873	0.200059
5783.572755	45.312221	0.200159
5785.967755	45.267283	0.20042
5788.369755	45.099252	0.200469
5790.757755	45.370578	0.200335
5793.153755	45.628327	0.200245
5795.548755	45.73344	0.200088
5797.943755	45.905554	0.199678
5800.339755	46.063145	0.199432
5802.734755	45.999175	0.198987
5805.129755	45.904994	0.198532
5807.525755	45.816665	0.197895
5809.920755	45.526546	0.197276
5812.315755	45.305911	0.196668
5814.711755	45.453153	0.195894
5817.106755	45.488047	0.195205
5819.501755	45.403802	0.194435
5821.898755	45.325307	0.193522
5824.300755	45.258474	0.192788
5826.698755	45.040515	0.192019
5829.101755	45.005691	0.191006
5831.494755	44.957415	0.190205
5833.884755	44.833131	0.189434
5836.268755	44.822714	0.188487
5838.664755	44.924636	0.187772
5841.059755	44.944483	0.187079
5843.454755	44.96433	0.186369
5845.849755	45.212367	0.185569
5848.245755	45.272926	0.184968
5850.648755	45.166681	0.184362
5853.035755	45.060437	0.183835
5855.430755	44.81145	0.183494
5857.826755	44.6487	0.182978
5860.221755	44.616205	0.182767
5862.616755	44.568381	0.182599
5865.012755	44.610059	0.18221
5867.407755	44.877788	0.182153
5869.802755	44.83669	0.182241
5872.199755	44.741006	0.182256
5874.598755	44.547428	0.182485
5876.993755	44.391222	0.182895
5879.398755	44.43022	0.183236
5881.798755	44.335261	0.183667
5884.174755	44.363194	0.18428
5886.569755	44.345257	0.184867
5888.967755	44.327321	0.185582
5891.367755	44.495026	0.186535
5893.755755	44.745011	0.18739
5896.150755	44.888397	0.188253
5898.545755	45.121961	0.189391
5900.940755	45.073316	0.190403
5903.352755	44.819788	0.191453
5905.731755	44.810611	0.19272
5908.126755	44.928164	0.193982
5910.522755	45.209537	0.195109
5912.921755	45.459615	0.196567
5915.312755	45.515817	0.197874
5917.707755	45.636604	0.19908
5920.102755	45.700245	0.200487
5922.499755	45.765242	0.201681
5924.898755	45.876598	0.203015
5927.300755	45.968853	0.204367
5929.694755	46.210032	0.205643
5932.099755	46.564227	0.206751
5934.475755	46.336796	0.208022
5936.884755	46.21945	0.209104
5939.264755	46.159951	0.210231
5941.660755	46.102115	0.211321
5944.055755	45.916069	0.212241
5946.450755	45.894072	0.213098
5948.845755	45.747448	0.213933
5951.241755	45.476197	0.214513
5953.647755	45.393218	0.215256
5956.031755	45.309734	0.215701
5958.427755	45.084963	0.215985
5960.822755	44.915313	0.21642
5963.217755	44.728657	0.216622
5965.612755	44.425377	0.216639
5968.007755	44.022477	0.2167
5970.411755	44.09351	0.216653
5972.801755	44.147764	0.216422
5975.198755	44.160155	0.216109
5977.599755	44.091089	0.21577
5979.998755	44.068755	0.215359
5982.387755	43.813819	0.214803
5984.774755	43.687254	0.214079
5987.172755	43.742908	0.213389
5989.564755	43.66921	0.212572
5991.967755	43.568776	0.211626
5994.355755	43.631823	0.210673
5996.750755	43.634638	0.209772
5999.148755	43.533695	0.208682
6001.541755	43.428482	0.207413
6003.936755	43.439976	0.206396
6006.331755	43.349535	0.205308
6008.727755	43.236921	0.204139
6011.122755	43.111396	0.203012
6013.517755	43.209801	0.201871
6015.912755	43.269704	0.200576
6018.308755	43.35524	0.199679
6020.703755	43.333813	0.198575
6023.099755	43.451095	0.19748
6025.498755	43.57058	0.196469
6027.894755	43.740005	0.195504
6030.300755	43.868183	0.194645
6032.699755	43.904523	0.193944
6035.084755	43.994029	0.193086
6037.471755	43.976867	0.192176
6039.869755	43.759214	0.191854
6042.261755	43.658364	0.191364
6044.656755	43.604265	0.190898
6047.051755	43.562182	0.190746
6049.446755	43.449387	0.190398
6051.842755	43.397954	0.190264
6054.237755	43.391235	0.190409
6056.632755	43.527932	0.190523
6059.028755	43.467002	0.190708
6061.423755	43.285415	0.191221
6063.818755	43.202859	0.191651
6066.214755	43.067325	0.192232
6068.609755	43.028739	0.19297
6071.004755	42.981621	0.193688
6073.400755	43.067071	0.19457
6075.801755	43.19308	0.195575
6078.199755	43.33246	0.196588
6080.598755	43.423565	0.197758
6082.985755	43.483931	0.199038
6085.386755	43.645554	0.200213
6087.771755	43.885517	0.201598
6090.166755	43.659988	0.203078
6092.562755	43.392931	0.204446
6094.967755	43.123907	0.205894
6097.352755	42.926221	0.207489
6099.748755	42.753613	0.208819
6102.148755	42.65906	0.210437
6104.538755	42.518151	0.212015
6106.934755	42.501209	0.213406
6109.329755	42.430336	0.215051
6111.724755	42.471055	0.216456
6114.120755	42.526919	0.217646
6116.530755	42.543819	0.219027
6118.910755	42.446105	0.220409
6121.306755	42.330779	0.221517
6123.701755	42.025468	0.222668
6126.102755	42.104928	0.223693
6128.498755	42.337577	0.224594
6130.890755	42.51222	0.22554
6133.301755	42.585074	0.226285
6135.683755	42.672389	0.226922
6138.073755	42.774162	0.227557
6140.483755	42.875936	0.227857
6142.869755	42.854056	0.228145
6145.259755	42.785072	0.228482
6147.654755	42.630725	0.228539
6150.049755	42.465811	0.228456
6152.445755	42.386211	0.228337
6154.840755	42.487186	0.22798
6157.235755	42.625723	0.227678
6159.630755	42.856533	0.227194
6162.026755	43.092079	0.226627
6164.435755	43.17049	0.225865
6166.816755	43.173559	0.225133
6169.212755	43.266612	0.224107
6171.607755	43.142906	0.223117
6174.002755	43.045357	0.222242
6176.400755	42.947807	0.220928
6178.801755	42.975632	0.219875
6181.198755	42.928407	0.218605
6183.599755	42.890017	0.217202
6185.997755	42.836326	0.215963
6188.386755	42.732959	0.214532
6190.778755	42.615182	0.213089
6193.164755	42.472369	0.211725
6195.560755	42.273566	0.210262
6197.967755	42.180225	0.208785
6200.351755	41.976578	0.207535
6202.746755	41.908246	0.206181
6205.148755	41.862998	0.204832
6207.536755	41.98606	0.203539
6209.931755	42.034516	0.202404
6212.327755	42.196887	0.201145
6214.722755	42.161668	0.200266
6217.117755	42.117574	0.199324
6219.513755	42.270623	0.198331
6221.908755	42.374382	0.197652
6224.303755	42.224826	0.196962
6226.699755	42.135678	0.196314
6229.098755	42.054435	0.196005
6231.499755	41.998153	0.195592
6233.886755	41.780654	0.19536
6236.314755	41.650366	0.195497
6238.684755	41.496282	0.19544
6241.070755	41.35973	0.195574
6243.485755	41.277132	0.195991
6245.869755	41.157274	0.196382
6248.255755	40.83706	0.196869
6250.651755	40.759719	0.197677
6253.046755	40.841171	0.198331
6255.441755	40.73228	0.199367
6257.836755	40.704171	0.20039
6260.232755	40.932702	0.201398
6262.627755	41.013236	0.202526
6265.022755	40.944892	0.204002
6267.417755	41.007883	0.205169
6269.813755	41.230885	0.206787
6272.208755	41.049343	0.208265
6274.603755	40.997529	0.20973
6276.999755	41.121823	0.211523
6279.398755	41.05092	0.213106
6281.801755	40.986826	0.214636
6284.198755	41.005823	0.216336
6286.587755	40.875393	0.218008
6288.975755	40.811903	0.219657
6291.386755	40.812182	0.221245
6293.765755	40.648094	0.222868
6296.161755	40.484007	0.224317
6298.557755	40.530953	0.225961
6300.951755	40.627858	0.227259
6303.347755	40.555865	0.228535
6305.742755	40.314975	0.22994
6308.148755	40.525634	0.231079
6310.532755	40.635783	0.232077
6312.928755	40.520928	0.233179
6315.323755	40.524153	0.234075
6317.718755	40.485876	0.234678
6320.114755	40.445849	0.235481
6322.509755	40.536058	0.235878
6324.904755	40.646672	0.236188
6327.300755	40.676456	0.236523
6329.711755	40.839116	0.236685
6332.098755	41.150537	0.236526
6334.492755	41.128855	0.23648
6336.898755	40.936027	0.236285
6339.299755	40.771148	0.235777
6341.684755	40.814574	0.235306
6344.067755	40.811265	0.234618
6346.476755	40.840723	0.233841
6348.892755	40.806756	0.233035
6351.253755	40.682262	0.231982
6353.649755	40.660216	0.230896
6356.043755	40.664851	0.229773
6358.439755	40.576831	0.228527
6360.834755	40.51091	0.227173
6363.229755	40.431111	0.225863
6365.625755	40.351313	0.224225
6368.020755	39.88064	0.222826
6370.434755	39.604158	0.221368
6372.811755	39.493723	0.219686
6375.206755	39.729426	0.21814
6377.601755	39.756031	0.216533
6379.999755	39.743516	0.214947
6382.411755	39.659792	0.213295
6384.800755	39.613959	0.211698
6387.199755	39.84068	0.210208
6389.584755	40.195773	0.208748
6391.973755	40.188748	0.207333
6394.369755	40.194238	0.205929
6396.764755	40.141177	0.204607
6399.159755	40.088117	0.2036
6401.555755	40.063291	0.202335
6403.958755	40.308812	0.201444
6406.345755	40.527678	0.200658
6408.741755	40.801561	0.199823
6411.147755	40.755013	0.199316
6413.532755	40.664488	0.198863
6415.927755	40.637454	0.198408
6418.322755	40.64584	0.198326
6420.717755	40.584835	0.198221
6423.113755	40.453274	0.198165
6425.508755	40.161894	0.198436
6427.903755	40.206359	0.198724
6430.301755	40.270462	0.19922
6432.698755	40.251214	0.199844
6435.097755	40.184116	0.20054
6437.488755	40.075256	0.201395
6439.894755	39.938162	0.202424
6442.276755	39.748872	0.203499
6444.671755	39.518539	0.20472
6447.083755	39.41352	0.206166
6449.472755	39.334772	0.207444
6451.857755	39.281083	0.20889
6454.252755	39.19433	0.210697
6456.648755	39.170709	0.212276
6459.043755	39.130668	0.213841
6461.438755	39.16347	0.215625
6463.833755	39.200965	0.21739
6466.229755	39.38059	0.219117
6468.624755	39.420876	0.220937
6471.019755	39.278557	0.222636
6473.415755	39.149766	0.224314
6475.810755	39.009995	0.226142
6478.206755	38.920931	0.227839
6480.601755	39.116111	0.229337
6482.999755	39.107274	0.23101
6485.393755	38.968024	0.232506
6487.800755	38.9344	0.233845
6490.190755	38.93586	0.235297
6492.577755	38.91423	0.236366
6494.973755	38.887162	0.237491
6497.369755	38.854655	0.238603
6499.763755	38.928174	0.239327
6502.159755	38.827408	0.240032
6504.554755	38.776382	0.240662
6506.949755	38.861516	0.241115
6509.345755	39.072775	0.241299
6511.740755	39.266905	0.241612
6514.135755	39.432928	0.241713
6516.530755	39.303224	0.241649
6518.926755	39.256051	0.241539
6521.321755	39.415276	0.241149
6523.716755	39.49761	0.240804
6526.112755	39.575525	0.240362
6528.507755	39.716604	0.239602
6530.902755	39.697834	0.238767
6533.300755	39.605988	0.237913
6535.698755	39.39258	0.236734
6538.098755	39.202069	0.235499
6540.485755	39.172281	0.234443
6542.892755	39.236785	0.232876
6545.299755	39.175165	0.231507
6547.670755	39.0762	0.229988
6550.065755	39.069097	0.228334
6552.468755	39.123256	0.226658
6554.856755	39.133504	0.225122
6557.251755	39.206912	0.223287
6559.648755	39.284464	0.221595
6562.042755	39.044534	0.219901
6564.437755	38.851307	0.217985
6566.832755	38.807093	0.216366
6569.228755	38.69022	0.214701
6571.623755	38.582217	0.213071
6574.018755	38.443843	0.211474
6576.420755	38.204527	0.209851
6578.809755	38.109325	0.208321
6581.204755	38.158239	0.207047
6583.600755	38.115912	0.2058
6585.999755	38.057964	0.204547
6588.425755	37.984396	0.203496
6590.799755	37.935242	0.202538
6593.198755	37.826137	0.201656
6595.577755	37.665034	0.201204
6597.972755	37.812531	0.200433
6600.369755	37.906869	0.200028
6602.762755	37.8848	0.19982
6605.158755	37.886139	0.199712
6607.553755	37.973294	0.199671
6609.948755	38.145535	0.199911
6612.344755	38.352289	0.200376
6614.739755	38.475593	0.2007
6617.137755	38.473445	0.20147
6619.530755	38.563238	0.202194
6621.925755	38.604896	0.203011
6624.320755	38.346793	0.204129
6626.716755	38.115806	0.205247
6629.111755	38.282847	0.206382
6631.507755	38.440192	0.207952
6633.902755	38.37242	0.209347
6636.301755	38.311105	0.210865
6638.698755	38.235174	0.212713
6641.098755	38.26352	0.214228
6643.485755	38.384498	0.216019
6645.887755	38.352275	0.217874
6648.274755	38.24446	0.219613
6650.684755	38.246831	0.221477
6653.065755	38.373199	0.223381
6655.485755	38.357701	0.225089
6657.869755	38.109655	0.227024
6660.251755	38.207227	0.228906
6662.648755	38.333688	0.230546
6665.042755	38.072074	0.232389
6667.437755	37.918498	0.233892
6669.833755	38.113208	0.23538
6672.228755	38.307918	0.236997
6674.623755	38.502687	0.238399
6677.024755	38.626888	0.239535
6679.414755	38.579306	0.240613
6681.822755	38.591972	0.241592
6684.205755	38.719382	0.242409
6686.600755	38.715095	0.243385
6688.998755	38.444719	0.243965
6691.399755	38.393272	0.24441
6693.800755	38.586682	0.244965
6696.198755	38.611735	0.245195
6698.577755	38.605515	0.245209
6700.973755	38.633335	0.245243
6703.369755	38.539478	0.245093
6705.764755	38.325821	0.24461
6708.159755	38.059397	0.244191
6710.554755	37.775952	0.243611
6712.950755	37.692862	0.242734
6715.345755	37.705228	0.242012
6717.741755	37.671782	0.240995
6720.147755	37.599184	0.239915
6722.532755	37.495154	0.238833
6724.927755	37.50336	0.237552
6727.322755	37.444794	0.236032
6729.718755	37.349462	0.234627
6732.113755	37.242098	0.2329
6734.509755	37.124208	0.231158
6736.904755	36.969407	0.229533
6739.300755	36.904112	0.227709
6741.698755	36.914044	0.225806
6744.099755	37.017009	0.22404
6746.501755	37.225126	0.222198
6748.898755	37.260301	0.220341
6751.300755	37.152179	0.218727
6753.683755	37.064912	0.216935
6756.084755	37.110365	0.21506
6758.476755	37.046457	0.213398
6760.894755	36.892098	0.211675
6763.255755	36.94015	0.210015
6765.650755	37.076845	0.208698
6768.045755	37.146297	0.207295
6770.441755	37.228659	0.205932
6772.836755	37.35971	0.204911
6775.232755	37.299597	0.203888
6777.627755	37.132806	0.202832
6780.023755	37.051526	0.202199
6782.428755	36.966375	0.201566
6784.814755	36.880246	0.201104
6787.209755	36.839292	0.200665
6789.605755	36.836657	0.200644
6792.000755	36.705263	0.200597
6794.412755	36.70945	0.20091
6796.801755	36.801072	0.201213
6799.194755	36.79007	0.201559
6801.598755	36.70343	0.20234
6803.977755	36.735789	0.202997
6806.373755	36.836666	0.203918
6808.768755	36.903369	0.205065
6811.178755	37.067111	0.206078
6813.559755	37.278408	0.207259
6815.954755	37.253333	0.208912
6818.350755	37.131481	0.210221
6820.751755	37.133992	0.211906
6823.146755	37.116897	0.213813
6825.536755	37.079511	0.215351
6827.932755	37.065394	0.217174
6830.327755	37.010475	0.219135
6832.722755	36.9629	0.220949
6835.118755	37.06037	0.222831
6837.513755	37.118059	0.224835
6839.909755	37.09534	0.226738
6842.304755	36.957095	0.228573
6844.700755	36.751981	0.230593
6847.098755	36.609519	0.232166
6849.499755	36.505019	0.234036
6851.895755	36.503366	0.235829
6854.299755	36.583154	0.237314
6856.684755	36.550808	0.238856
6859.084755	36.528728	0.240213
6861.484755	36.524498	0.241373
6863.883755	36.456924	0.242584
6866.258755	36.296516	0.243803
6868.654755	36.142971	0.244693
6871.049755	35.953008	0.245564
6873.445755	35.792933	0.246351
6875.840755	35.726564	0.24674
6878.236755	35.833634	0.247193
6880.644755	36.037537	0.247511
6883.026755	36.219321	0.247532
6885.422755	36.352549	0.247566
6887.817755	36.38981	0.247402
6890.213755	36.413128	0.246958
6892.608755	36.428861	0.24655
6895.004755	36.389609	0.245952
6897.400755	36.305961	0.245079
6899.800755	36.317922	0.244234
6902.198755	36.429579	0.243231
6904.596755	36.66627	0.241911
6906.987755	36.874038	0.240724
6909.393755	36.923606	0.239574
6911.772755	37.001397	0.23824
6914.167755	36.959634	0.236631
6916.563755	36.955342	0.23499
6918.967755	36.938486	0.233072
6921.354755	36.925186	0.231377
6923.749755	36.749528	0.229482
6926.147755	36.829385	0.227668
6928.540755	37.135477	0.225776
6930.936755	37.020635	0.223809
6933.331755	37.102055	0.221777
6935.727755	37.271425	0.220072
6938.122755	37.301627	0.218171
6940.518755	37.206796	0.216278
6942.913755	36.972892	0.214575
6945.309755	36.858478	0.213008
6947.704755	36.795537	0.21136
6950.110755	36.78407	0.209743
6952.498755	36.47598	0.208334
6954.892755	36.252308	0.206849
6957.300755	36.113054	0.205825
6959.698755	36.109871	0.204755
6962.077755	35.889205	0.203748
6964.484755	35.622634	0.202953
6966.869755	35.730714	0.202241
6969.263755	35.578075	0.201654
6971.659755	35.277991	0.201373
6974.054755	35.25292	0.201278
6976.450755	35.227849	0.201139
6978.845755	35.227416	0.201395
6981.240755	35.236485	0.201573
6983.636755	35.248355	0.20208
6986.031755	35.106469	0.202616
6988.437755	35.142328	0.203485
6990.822755	35.246302	0.204349
6993.218755	35.229409	0.205451
6995.613755	35.285073	0.206688
6998.008755	35.356538	0.207935
7000.420755	35.201854	0.209515
7002.801755	35.157135	0.210959
7005.198755	35.302446	0.212775
7007.599755	35.517913	0.214541
7009.998755	35.512371	0.216116
7012.399755	35.564858	0.218012
7014.776755	35.664777	0.219896
7017.172755	35.677982	0.221872
7019.567755	35.630036	0.223781
7021.967755	35.861645	0.225826
7024.363755	36.001425	0.227631
7026.754755	35.985117	0.229697
7029.149755	35.932541	0.231568
7031.544755	35.980834	0.233413
7033.940755	36.026284	0.235282
7036.335755	36.070934	0.237142
7038.731755	36.072277	0.238509
7041.126755	36.080907	0.240037
7043.521755	36.019381	0.241385
7045.917755	36.104731	0.24263
7048.312755	36.193766	0.244
7050.708755	36.078302	0.245138
7053.103755	36.100105	0.246132
7055.499755	36.121908	0.247084
7057.899755	35.795671	0.247793
7060.301755	35.595518	0.248286
7062.698755	35.491524	0.248855
7065.099755	35.456691	0.249129
7067.484755	35.469023	0.249096
7069.872755	35.550232	0.249174
7072.266755	35.588858	0.249018
7074.661755	35.723355	0.248572
7077.057755	35.876852	0.248138
7079.490755	35.976563	0.247533
7081.848755	35.965575	0.246695
7084.243755	35.748305	0.245762
7086.648755	35.553854	0.244684
7089.042755	35.463966	0.243488
7091.429755	35.516338	0.242331
7093.824755	35.694903	0.240839
7096.220755	35.842031	0.239471
7098.615755	35.802127	0.238055
7101.010755	35.796776	0.236284
7103.406755	35.708695	0.234421
7105.801755	35.470238	0.232686
7108.198755	35.261192	0.230816
7110.599755	35.252897	0.228785
7112.995755	35.088478	0.22695
7115.399755	34.737548	0.224995
7117.800755	34.64924	0.222874
7120.173755	34.731922	0.22104
7122.569755	34.785728	0.21909
7124.967755	34.769786	0.217124
7127.369755	34.646397	0.2155
7129.755755	34.443023	0.213655
7132.150755	34.224868	0.212145
7134.546755	34.051368	0.210412
7136.941755	33.843315	0.208828
7139.337755	33.785309	0.207542
7141.732755	33.782622	0.206344
7144.127755	33.835255	0.205119
7146.523755	33.698407	0.204104
7148.918755	33.618902	0.203325
7151.313755	33.781658	0.202733
7153.709755	33.919296	0.202141
7156.104755	34.012598	0.201872
7158.500755	34.099012	0.201552
7160.899755	34.099523	0.201432
7163.301755	34.043218	0.201673
7165.698755	34.082594	0.201949
7168.087755	34.2334	0.202321
7170.478755	34.430423	0.203109
7172.884755	34.627446	0.203699
7175.267755	34.681534	0.204652
7177.663755	34.730888	0.205788
7180.058755	34.775507	0.20693
7182.454755	34.671206	0.20832
7184.849755	34.494265	0.209745
7187.245755	34.412016	0.211198
7189.647755	34.237902	0.213005
7192.036755	34.070532	0.214781
7194.437755	34.062577	0.216624
7196.826755	34.244171	0.218462
7199.222755	34.421953	0.220491
7201.617755	34.595922	0.222223
7204.013755	34.704679	0.224382
7206.413755	34.661703	0.226313
7208.804755	34.640417	0.228113
